lokalizacja,opis,cena,do_wynajecia_przez,wspoldzielenie,wielkosc,liczba_pokoi,rodzaj_nieruchomosci,preferowana_plec,palacy,przyjazne_zwierzakom,liczba_wyrazow
"Kraków, Małopolskie","Cześć, poszukujemy współlokatorki do mieszkania. 3 pokojowego . Do wynajęcia samodzielny, duży, ok 20 m2, ładny pokój z balkonem. Mieszkanie jest bardzo wygodne, wyposażone we wszystkie niezbędne sprzęty oraz internet.Kuchnia: lodówka , sztućce , talerze, garnki -użytkujemy je wspólnie.Łazienka z pralką automatyczną.Lokalizacja: Osiedle Piastów. W pobliżu markety Polo, Lewiatan, apteka, bank, Aquapark, Multikino, galeria Krokus, itp. Koszty najmu to 580 zł (w tym czynsz, ogrzewanie, woda + media (ok.100 zł tj. prąd, internet, woda ciepła miejska - w zależności od zużycia opłaty za media dzielone na 3 osoby). Do wynajęcia od 1 listopada. (można się wprowadzać 29-31 października do uzgodnienia i potwierdzenia)Autobusy:159, 153, 138, 193 - jeden przystanek do Ronda Piastowskiego, gdzie dostępnych jest więcej autobusów oraz tramwaje.Osiedle jest bardzo spokojne, idealne dla kogoś kto ceni sobie ciszę :) Zainteresowanych proszę o kontakt pod numer: 509791417",612,Właściciel,Współdzielenie mieszkania/domu,25,3 pokoje,Mieszkanie,Kobieta,Tak,Nie,133
"Kraków, Małopolskie","w osobnej części domu, zamykany na klucz, ok. 15 min. dworzec, centrum, 4km RYNEK, 15 min. JEDNĄ LINIĄ PK, UEK, AGH (105, 139, 184) blisko multikino, park wodny, real ( 2 przystanki), OBOK BUDYNKU TANIA JADŁODAJNIA !!!, 2 min. przystanki, sklepy, bank, aptekaCZYNSZ W 1 OSOB. 650 ZŁ PLUS MEDIA MAKS. 200-270 ZŁ ZIMĄ ( OSOBNY LICZNIK DLA POKOJU )W2- OSOB. 400 ZŁ OD OSOBY PLUS MEDIA WG LICZNIKA OK. 130 ZŁ OD OSOBYKAUCJA ZWROTNA W WYS. CZYNSZUTEL. 694 344 594, nowa pralka",400,Właściciel,Współdzielenie mieszkania/domu,20,3 pokoje,Dom,Mężczyzna,Nie,Nie,81
"Kraków, Małopolskie","Do wynajęcia bezpośrednio! Bardzo duży jasny, komfortowy i wygodny pokój jednoosobowy.Świeżo po remoncie.Bardzo dobra lokalizacja ul.Miechowity, KrakówCzynsz za cały pokój 1-osobowy od 800 zł od osoby plus 160 zł media. Media płatne od osoby w pokoju po 160 zł/mc, jest to STAŁA STAWKA ! (wszystkie opłaty za media zawarte w tej kwocie niezależnie od zużycia łącznie z Internetem z UPC.)TELEFON720824269 Pokój jednoosoboy w 6 pokojowym mieszkaniu (bez właścicieli) o powierzchni 75 m2 w rewelacyjnej części Krakowa na ul.Miechowity Mieszkanie w 4 piętrowym bloku.Mieszkanie zamieszkiwać będzie 7 osób w ( każdy pokój zamykany na klucz), klatka również zamykana.Bardzo dobrze skomunikowane miejsce, bardzo dużo linii autobusowych 100 metrów od bloku!Przystanki autobusowe linie: 125, 129, 138, 152, 159, 172, 182, 184, 193, 352, 482, oraz linie nocne 601, 608, 618Dworzec Główny – 5 przystanków, (11 minut)Uniwersytet Ekonomiczny – 4 przystanki (8 minut)AWF – 6 przystanków (14 minut)Politechnika Krakowska – 6 przystanków (11 minut) Uniwersytet Rolniczy – 3 przystanki (6 minut)Akademia Górniczo Hutnicza – 9 przystanków ( 16 minut)Akademia Pedagogiczna – 10 przystanków ( 18 minut)Uniwersytet Jagielloński – 9 przystanków (17 minut)Oczywiście tuż obok sklepy wielobranżowe ( delikatesy, piekarnia, w bardzo bliskiej odległości market Alma, Castorama, itd. )Sprawdź dojazd do tego miejsca na POŁĄCZENIA MPK KRAKÓW, lub na jakdodade.plMieszkanie świeżo po remoncie : jasne, świeże i czyste , ciepłe, umeblowane. Bardzo widne! W kuchni lodówka , mikrofalówka oraz kuchenka z piekarnikiem, pralka. Na podłodze w wykładziny dywanowe, w kuchni i łazience płytki. Pokoje w pełni umeblowane - łózko, szafa, regał, komoda , szafka, biurko, krzesło, wszystko co potrzebne aby wygodnie mieszkać.Kuchnia wyposażona w komplet nowych naczyń, sztućców, dla wszystkich mieszkańców . Mieszkanie wyposażone w deskę do prasowania, żelazko, suszarkę do ubrań, odkurzacz i przedmioty do utrzymywania porządku.Internet UPC w cenie.Zainteresowanych serdecznie zapraszam do kontaktu i oglądania pokoju! Naprawdę warto?Pozostajemy do Państwa dyspozycji pod nr kontaktowym 720824269 Serdecznie Zachęcamy :)Ogłoszenie nie stanowi oferty w rozumieniu przepisów Kodeksu Cywilnego.",800,Właściciel,Współdzielenie mieszkania/domu,80,6 lub więcej pokoi,Mieszkanie,Bez preferencji,Nie,Nie,306
"Kraków, Małopolskie","Do wynajęcia bezpośrednio! Pokój dwuosobowy!Świeżo po remoncie.Bardzo dobra lokalizacja ul.Miechowity, KrakówCzynsz za miejsce w pokoju 2-osobowym to 440 zł od osoby plus 160 zł media.Cena za cały pokój wynosi 880 zł + 160 zł za media (od osoby) Media płatne od osoby w pokoju po 160 zł/mc, jest to STAŁA STAWKA ! (wszystkie opłaty za media zawarte w tej kwocie niezależnie od zużycia łącznie z Internetem z UPC.)TELEFON720824269 Pokój dwuosobowy (18 m2) w 6 pokojowym mieszkaniu (bez właścicieli) o powierzchni 75 m2 w rewelacyjnej części Krakowa na ul.Miechowity Mieszkanie w 4 piętrowym bloku.Mieszkanie zamieszkiwać będzie 7 osób( każdy pokój zamykany na klucz), klatka również zamykana.Bardzo dobrze skomunikowane miejsce, bardzo dużo linii autobusowych 100 metrów od bloku!Przystanki autobusowe linie: 125, 129, 138, 152, 159, 172, 182, 184, 193, 352, 482, oraz linie nocne 601, 608, 618Dworzec Główny – 5 przystanków, (11 minut)Uniwersytet Ekonomiczny – 4 przystanki (8 minut)AWF – 6 przystanków (14 minut)Politechnika Krakowska – 6 przystanków (11 minut) Uniwersytet Rolniczy – 3 przystanki (6 minut)Akademia Górniczo Hutnicza – 9 przystanków ( 16 minut)Akademia Pedagogiczna – 10 przystanków ( 18 minut)Uniwersytet Jagielloński – 9 przystanków (17 minut)Oczywiście tuż obok sklepy wielobranżowe ( delikatesy, piekarnia, w bardzo bliskiej odległości market Alma, Castorama, itd. )Sprawdź dojazd do tego miejsca na POŁĄCZENIA MPK KRAKÓW, lub na jakdodade.plMieszkanie świeżo po remoncie : jasne, świeże i czyste , ciepłe, umeblowane. Bardzo widne! W kuchni lodówka , mikrofalówka oraz kuchenka z piekarnikiem, pralka. Na podłodze w wykładziny dywanowe, w kuchni i łazience płytki. Pokoje w pełni umeblowane - łózko, szafa, regał, komoda , szafka, biurko, krzesło, wszystko co potrzebne aby wygodnie mieszkać.Kuchnia wyposażona w komplet nowych naczyń, sztućców, dla wszystkich mieszkańców . Mieszkanie wyposażone w deskę do prasowania, żelazko, suszarkę do ubrań, odkurzacz i przedmioty do utrzymywania porządku.Internet UPC w cenie.Zainteresowanych serdecznie zapraszam do kontaktu i oglądania pokoju! Naprawdę warto?TELEFON:720824269 Serdecznie Zachęcamy :)Ogłoszenie nie stanowi oferty w rozumieniu przepisów Kodeksu Cywilnego.",440,Właściciel,Współdzielenie pokoju,80,6 lub więcej pokoi,Mieszkanie,Bez preferencji,Nie,Nie,309
"Kraków, Małopolskie","Wynajmę chłopakowi
miejsce w nieprzechodnim, dwuosobowym pokoju z balkonem. Całe
mieszkanie składa się z trzech pokojów (ok. 70 m2). Obecnie
mieszka tam 5 pracujących osób, ceniących sobie spokój. Czynsz
350 zł + media, wszystko zamyka się w 500 zł. Mieszkanie jest w
pełni wyposażone. Znajduje się przy alejach 29 listopada, niedaleko Wydział Leśny Uniwersytetu Rolniczego. Bardzo dobra
komunikacja miejska z centrum miasta.
Wynajem możliwy od
1 listopada, chętnych zapraszamy do oglądania.",350,Właściciel,Współdzielenie pokoju,76,3 pokoje,Mieszkanie,Mężczyzna,Nie,Nie,70
"Kraków, Małopolskie","Do wynajęcia bezpośrednio pokój jednoosobowy.SUPER KOMFORT MIESZKANIA, mieszkanie przeznaczone dla maksymalnie 4 osób!! Osiedle Willowe 17, Kraków Cena za pokój 1-osobowy to 670 zł + 160 zł  media (stał a stawka niezależna od zużycia, łącznie z internetem)  Pokój jednoosobowy w trzypokojowym mieszkaniu (bez właścicieli) o powierzchni 50 m2.TELEFON:720824269 Mieszkanie na wysokim parterze w bloku w bardzo dobrym stanie technicznym. Mieszkanie zamieszkiwać będą 4 osoby w trzech pokojach ( każdy pokój zamykany na klucz), klatka również zamykana.Mieszkanie składa się z trzech przestronnych pokoi, przestronnego holu, kuchni, ł azienki. Bardzo dobrze skomunikowane miejsce, dużo linii autobusowych i tramwajowych zaraz obok mieszkania. Przystanki tramwajowe linie: 4, 10, 16, 21, 22, Przystanki autobusowe linie: 123, 153, 163, 174, 193, oraz 642 Rewelacyjne miejsce dla pracujących w Philip Morris (3 przystanki) czy studentów Politechniki i AWF: AWF – 6 przystanków (9 minut) Politechnika Krakowska – 6 przystanki (9 minut) Oczywiście tuż obok sklepy wielobranżowe, bezpośrednie sąsiedztwo Park, dom kultury, po prostu świetna lokalizacja z bardzo dobrze rozwiniętą infrastrukturą. Sprawdź dojazd do tego miejsca na POŁĄCZENIA MPK KRAKÓW, lub na jakdodade.pl Mieszkanie świeżo po remoncie : jasne, świeże i czyste , ciepłe, umeblowane. Bardzo jasne! W kuchni lodówka , mikrofalówka oraz kuchenka, pralka. Na podłodze panele, w kuchni i łazience płytki. Pokoje w peł ni umeblowane - łóżko, szafa, regał, komoda , szafka, biurko, krzesło, wszystko co potrzebne aby wygodnie mieszkać. Kuchnia wyposażona w komplet naczyń, sztućców, dla wszystkich mieszkańców . Mieszkanie wyposażone w deskę do prasowania, żelazko, suszarkę do ubrań, odkurzacz i przedmioty do utrzymywania porządku. Internet w cenie. Zainteresowanych serdecznie zapraszam do kontaktu i oglądania pokoju.KONTAKT:720824269 Ogłoszenie nie stanowi oferty w rozumieniu przepisów Kodeksu Cywilnego",670,Właściciel,Współdzielenie mieszkania/domu,50,3 pokoje,Mieszkanie,Bez preferencji,Nie,Nie,265
"Kraków, Małopolskie","Do wynajęcia bezpośrednio pokój dla Pary.SUPER KOMFORT MIESZKANIA, mieszkanie przeznaczone dla maksymalnie 4 osób!! Osiedle Willowe 17, Kraków Cena za pokój dla Pary to 800 zł + 160 zł /osoba media (stała stawka niezależna od zużycia, łącznie z internetem)Pokój w trzypokojowym mieszkaniu (bez właścicieli) o powierzchni 50 m2 Mieszkanie w bloku w bardzo dobrym stanie technicznym z ogrzewaniem miejskim Mieszkanie zamieszkiwać będą 4 osoby w trzech pokojach ( każdy pokój zamykany na klucz), klatka również zamykana. Mieszkanie składa się z trzech przestronnych pokoi, przestronnego holu, kuchni, łazienki.TELEFON:720824269 Bardzo dobrze skomunikowane miejsce, dużo linii autobusowych i tramwajowych zaraz obok mieszkania. Przystanki tramwajowe linie: 4, 10, 16, 21, 22, Przystanki autobusowe linie: 123, 153, 163, 174, 193, oraz 642 Rewelacyjne miejsce dla pracujących w Philip Morris (3 przystanki) czy studentów Politechniki i AWF: AWF – 6 przystanków (9 minut) Politechnika Krakowska – 6 przystanki (9 minut) Oczywiście tuż obok sklepy wielobranżowe, bezpośrednie sąsiedztwo Park, dom kultury, po prostu świetna lokalizacja z bardzo dobrze rozwiniętą infrastrukturą. Sprawdź dojazd do tego miejsca na POŁĄCZENIA MPK KRAKÓW, lub na jakdodade.pl Mieszkanie świeżo po remoncie : jasne, świeże i czyste, ciepłe, umeblowane. Bardzo jasne! W kuchni lodówka , mikrofalówka oraz kuchenka, pralka. Na podłodze panele, w kuchni i łazience płytki. Pokoje w peł ni umeblowane - łóżko, szafa, regał , komoda , szafka, biurko, krzesło, wszystko co potrzebne aby wygodnie mieszkać. Kuchnia wyposażona w komplet naczyń, sztućców, dla wszystkich mieszkańców . Mieszkanie wyposażone w deskę do prasowania, żelazko, suszarkę do ubrań, odkurzacz i przedmioty do utrzymywania porządku. Internet w cenie. Zainteresowanych serdecznie zapraszam do kontaktu i oglądania pokoju!KONTAKT:720824269 Ogłoszenie nie stanowi oferty w rozumieniu przepisów Kodeksu Cywilnego.",800,Właściciel,Współdzielenie mieszkania/domu,50,3 pokoje,Mieszkanie,Bez preferencji,Nie,Nie,265
"Kraków, Małopolskie","Pokój jednoosobowy do wynajęcia w mieszkaniu dwu pokojowym , dodatkowo do korzystania salon z balkonem .W mieszkaniu pralka, lodówka, mikrofala itp.wszytkie potrzebne sprzęty.W mieszkaniu mieszka pracująca dziewczyna dlatego szukana jest dziewczyna.Dobry i szybki dojazd do centrum około 15 minut do przystnaku 3 minuty.Lokazlizacja Prądnik Czerwony koszt to 500 plus rachunki około 150 zl , kaucja w wyskości 500 szukam kogoś na dłuższy okres .kontakt 607 286 976",500,Właściciel,Współdzielenie mieszkania/domu,48,2 pokoje,Mieszkanie,Kobieta,Tak,Tak,65
"Kraków, Małopolskie","cześć, poszukujemy osoby do pokoju 1os. w mieszkaniu 3 pokojowym (docelowo 3 os.), lokalizacja - 30metrów od przystanku tram/autobusowego, 4 krótkie przystanki do r. grzegórzeckiego/galerii kazimierz, 5 do ronda mogilskiego a w drugą stronę 1 do plazy, 2 do M1; kilka kroków od bloku sklepy (m.in awiteks, 24h, biedronka, żabka, stragany) oraz pizzeriaw tej chwili są 2 os (pracująca 30lat, i studiująca)na mieszkaniu cisza i spokój - szukamy osoby pasującej do takiego klimatu oraz potrafiącej za sobą posprzątaćpokój dostepny od 1ego listopadacena to 730zł plus media około 50zł/m-ckontakt poprzez formularz lub tel 53 565 11 79hello, room for rent since November in a 3 room flat, 1 min walk from bus/tram stop (variety of lines), place is calm & quiet - we are looking for somebody matching this profile, price per month 730 zł + bills around 50złcontact via gumtree or mobile 53 565 11 79",730,Właściciel,Współdzielenie pokoju,10,3 pokoje,Mieszkanie,Kobieta,Nie,Tak,147
"Kraków, Małopolskie","Do wynajęcia pokoje w domu przy ul Chłopickiego / rondo mogilskie / 900 zł za pokój z wszystkimi opłatami, tel. 500480405",900,Właściciel,Współdzielenie mieszkania/domu,12,Nie podano,Dom,Bez preferencji,Tak,Tak,19
"Kraków, Małopolskie","Do wynajęcia bezpośrednio! Bardzo duży jasny, komfortowy i wygodny pokój jednoosobowy.Świeżo po remoncie.Bardzo dobra lokalizacja ul.Miechowity, KrakówCzynsz za cały pokój 1-osobowy od 800 zł od osoby plus 160 zł media. Media płatne od osoby w pokoju po 160 zł/mc, jest to STAŁA STAWKA ! (wszystkie opłaty za media zawarte w tej kwocie niezależnie od zużycia łącznie z Internetem z UPC.)TELEFON720824269 Pokój jednoosoboy w 6 pokojowym mieszkaniu (bez właścicieli) o powierzchni 75 m2 w rewelacyjnej części Krakowa na ul.Miechowity Mieszkanie w 4 piętrowym bloku.Mieszkanie zamieszkiwać będzie 7 osób w ( każdy pokój zamykany na klucz), klatka również zamykana.Bardzo dobrze skomunikowane miejsce, bardzo dużo linii autobusowych 100 metrów od bloku!Przystanki autobusowe linie: 125, 129, 138, 152, 159, 172, 182, 184, 193, 352, 482, oraz linie nocne 601, 608, 618Dworzec Główny – 5 przystanków, (11 minut)Uniwersytet Ekonomiczny – 4 przystanki (8 minut)AWF – 6 przystanków (14 minut)Politechnika Krakowska – 6 przystanków (11 minut) Uniwersytet Rolniczy – 3 przystanki (6 minut)Akademia Górniczo Hutnicza – 9 przystanków ( 16 minut)Akademia Pedagogiczna – 10 przystanków ( 18 minut)Uniwersytet Jagielloński – 9 przystanków (17 minut)Oczywiście tuż obok sklepy wielobranżowe ( delikatesy, piekarnia, w bardzo bliskiej odległości market Alma, Castorama, itd. )Sprawdź dojazd do tego miejsca na POŁĄCZENIA MPK KRAKÓW, lub na jakdodade.plMieszkanie świeżo po remoncie : jasne, świeże i czyste , ciepłe, umeblowane. Bardzo widne! W kuchni lodówka , mikrofalówka oraz kuchenka z piekarnikiem, pralka. Na podłodze w wykładziny dywanowe, w kuchni i łazience płytki. Pokoje w pełni umeblowane - łózko, szafa, regał, komoda , szafka, biurko, krzesło, wszystko co potrzebne aby wygodnie mieszkać.Kuchnia wyposażona w komplet nowych naczyń, sztućców, dla wszystkich mieszkańców . Mieszkanie wyposażone w deskę do prasowania, żelazko, suszarkę do ubrań, odkurzacz i przedmioty do utrzymywania porządku.Internet UPC w cenie.Zainteresowanych serdecznie zapraszam do kontaktu i oglądania pokoju! Naprawdę warto?Pozostajemy do Państwa dyspozycji pod nr kontaktowym 720824269 Serdecznie Zachęcamy :)Ogłoszenie nie stanowi oferty w rozumieniu przepisów Kodeksu Cywilnego.",800,Właściciel,Współdzielenie mieszkania/domu,80,6 lub więcej pokoi,Mieszkanie,Bez preferencji,Nie,Nie,306
"Kraków, Małopolskie","Do wynajęcia bezpośrednio! Pokój dwuosobowy!Świeżo po remoncie.Bardzo dobra lokalizacja ul.Miechowity, KrakówCzynsz za miejsce w pokoju 2-osobowym to 440 zł od osoby plus 160 zł media.Cena za cały pokój wynosi 880 zł + 160 zł za media (od osoby) Media płatne od osoby w pokoju po 160 zł/mc, jest to STAŁA STAWKA ! (wszystkie opłaty za media zawarte w tej kwocie niezależnie od zużycia łącznie z Internetem z UPC.)TELEFON720824269 Pokój dwuosobowy (18 m2) w 6 pokojowym mieszkaniu (bez właścicieli) o powierzchni 75 m2 w rewelacyjnej części Krakowa na ul.Miechowity Mieszkanie w 4 piętrowym bloku.Mieszkanie zamieszkiwać będzie 7 osób( każdy pokój zamykany na klucz), klatka również zamykana.Bardzo dobrze skomunikowane miejsce, bardzo dużo linii autobusowych 100 metrów od bloku!Przystanki autobusowe linie: 125, 129, 138, 152, 159, 172, 182, 184, 193, 352, 482, oraz linie nocne 601, 608, 618Dworzec Główny – 5 przystanków, (11 minut)Uniwersytet Ekonomiczny – 4 przystanki (8 minut)AWF – 6 przystanków (14 minut)Politechnika Krakowska – 6 przystanków (11 minut) Uniwersytet Rolniczy – 3 przystanki (6 minut)Akademia Górniczo Hutnicza – 9 przystanków ( 16 minut)Akademia Pedagogiczna – 10 przystanków ( 18 minut)Uniwersytet Jagielloński – 9 przystanków (17 minut)Oczywiście tuż obok sklepy wielobranżowe ( delikatesy, piekarnia, w bardzo bliskiej odległości market Alma, Castorama, itd. )Sprawdź dojazd do tego miejsca na POŁĄCZENIA MPK KRAKÓW, lub na jakdodade.plMieszkanie świeżo po remoncie : jasne, świeże i czyste , ciepłe, umeblowane. Bardzo widne! W kuchni lodówka , mikrofalówka oraz kuchenka z piekarnikiem, pralka. Na podłodze w wykładziny dywanowe, w kuchni i łazience płytki. Pokoje w pełni umeblowane - łózko, szafa, regał, komoda , szafka, biurko, krzesło, wszystko co potrzebne aby wygodnie mieszkać.Kuchnia wyposażona w komplet nowych naczyń, sztućców, dla wszystkich mieszkańców . Mieszkanie wyposażone w deskę do prasowania, żelazko, suszarkę do ubrań, odkurzacz i przedmioty do utrzymywania porządku.Internet UPC w cenie.Zainteresowanych serdecznie zapraszam do kontaktu i oglądania pokoju! Naprawdę warto?TELEFON:720824269 Serdecznie Zachęcamy :)Ogłoszenie nie stanowi oferty w rozumieniu przepisów Kodeksu Cywilnego.",440,Właściciel,Współdzielenie pokoju,80,6 lub więcej pokoi,Mieszkanie,Bez preferencji,Nie,Nie,309
"Kraków, Małopolskie","Do wynajęcia bezpośrednio pokój jednoosobowy.SUPER KOMFORT MIESZKANIA, mieszkanie przeznaczone dla maksymalnie 4 osób!! Osiedle Willowe 17, Kraków Cena za pokój 1-osobowy to 670 zł + 160 zł  media (stał a stawka niezależna od zużycia, łącznie z internetem)  Pokój jednoosobowy w trzypokojowym mieszkaniu (bez właścicieli) o powierzchni 50 m2.TELEFON:720824269 Mieszkanie na wysokim parterze w bloku w bardzo dobrym stanie technicznym. Mieszkanie zamieszkiwać będą 4 osoby w trzech pokojach ( każdy pokój zamykany na klucz), klatka również zamykana.Mieszkanie składa się z trzech przestronnych pokoi, przestronnego holu, kuchni, ł azienki. Bardzo dobrze skomunikowane miejsce, dużo linii autobusowych i tramwajowych zaraz obok mieszkania. Przystanki tramwajowe linie: 4, 10, 16, 21, 22, Przystanki autobusowe linie: 123, 153, 163, 174, 193, oraz 642 Rewelacyjne miejsce dla pracujących w Philip Morris (3 przystanki) czy studentów Politechniki i AWF: AWF – 6 przystanków (9 minut) Politechnika Krakowska – 6 przystanki (9 minut) Oczywiście tuż obok sklepy wielobranżowe, bezpośrednie sąsiedztwo Park, dom kultury, po prostu świetna lokalizacja z bardzo dobrze rozwiniętą infrastrukturą. Sprawdź dojazd do tego miejsca na POŁĄCZENIA MPK KRAKÓW, lub na jakdodade.pl Mieszkanie świeżo po remoncie : jasne, świeże i czyste , ciepłe, umeblowane. Bardzo jasne! W kuchni lodówka , mikrofalówka oraz kuchenka, pralka. Na podłodze panele, w kuchni i łazience płytki. Pokoje w peł ni umeblowane - łóżko, szafa, regał, komoda , szafka, biurko, krzesło, wszystko co potrzebne aby wygodnie mieszkać. Kuchnia wyposażona w komplet naczyń, sztućców, dla wszystkich mieszkańców . Mieszkanie wyposażone w deskę do prasowania, żelazko, suszarkę do ubrań, odkurzacz i przedmioty do utrzymywania porządku. Internet w cenie. Zainteresowanych serdecznie zapraszam do kontaktu i oglądania pokoju.KONTAKT:720824269 Ogłoszenie nie stanowi oferty w rozumieniu przepisów Kodeksu Cywilnego",670,Właściciel,Współdzielenie mieszkania/domu,50,3 pokoje,Mieszkanie,Bez preferencji,Nie,Nie,265
